/Users/macbook/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:32:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:33:43 CET)" (scheduled at 2026-02-05 13:32:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:33:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:34:28 CET)" (scheduled at 2026-02-05 13:33:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:34:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:35:13 CET)" (scheduled at 2026-02-05 13:34:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:35:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:35:58 CET)" (scheduled at 2026-02-05 13:35:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:35:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:36:43 CET)" (scheduled at 2026-02-05 13:35:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:36:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:37:28 CET)" (scheduled at 2026-02-05 13:36:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:37:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:38:13 CET)" (scheduled at 2026-02-05 13:37:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:38:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:38:58 CET)" (scheduled at 2026-02-05 13:38:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:38:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:39:43 CET)" (scheduled at 2026-02-05 13:38:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:39:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:40:28 CET)" (scheduled at 2026-02-05 13:39:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:40:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:41:13 CET)" (scheduled at 2026-02-05 13:40:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:41:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:41:58 CET)" (scheduled at 2026-02-05 13:41:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:41:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:42:43 CET)" (scheduled at 2026-02-05 13:41:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:42:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:43:28 CET)" (scheduled at 2026-02-05 13:42:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:43:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:44:13 CET)" (scheduled at 2026-02-05 13:43:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:44:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:44:58 CET)" (scheduled at 2026-02-05 13:44:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:44:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:45:43 CET)" (scheduled at 2026-02-05 13:44:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:45:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:46:28 CET)" (scheduled at 2026-02-05 13:45:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:46:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:47:13 CET)" (scheduled at 2026-02-05 13:46:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:47:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:47:58 CET)" (scheduled at 2026-02-05 13:47:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:47:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:48:43 CET)" (scheduled at 2026-02-05 13:47:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:48:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:49:28 CET)" (scheduled at 2026-02-05 13:48:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:49:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:50:13 CET)" (scheduled at 2026-02-05 13:49:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:50:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:50:58 CET)" (scheduled at 2026-02-05 13:50:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:50:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:51:43 CET)" (scheduled at 2026-02-05 13:50:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:51:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:52:28 CET)" (scheduled at 2026-02-05 13:51:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:52:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:53:13 CET)" (scheduled at 2026-02-05 13:52:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:53:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:53:58 CET)" (scheduled at 2026-02-05 13:53:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:53:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:54:43 CET)" (scheduled at 2026-02-05 13:53:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:54:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:55:28 CET)" (scheduled at 2026-02-05 13:54:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:55:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:56:13 CET)" (scheduled at 2026-02-05 13:55:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:56:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:56:58 CET)" (scheduled at 2026-02-05 13:56:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:56:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:57:43 CET)" (scheduled at 2026-02-05 13:56:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:57:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:58:28 CET)" (scheduled at 2026-02-05 13:57:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:58:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:59:13 CET)" (scheduled at 2026-02-05 13:58:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:59:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:59:58 CET)" (scheduled at 2026-02-05 13:59:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 13:59:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:00:43 CET)" (scheduled at 2026-02-05 13:59:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:00:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:01:28 CET)" (scheduled at 2026-02-05 14:00:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:01:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:02:13 CET)" (scheduled at 2026-02-05 14:01:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:02:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:02:58 CET)" (scheduled at 2026-02-05 14:02:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:02:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:03:43 CET)" (scheduled at 2026-02-05 14:02:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:03:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:04:28 CET)" (scheduled at 2026-02-05 14:03:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:04:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:05:13 CET)" (scheduled at 2026-02-05 14:04:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:05:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:05:58 CET)" (scheduled at 2026-02-05 14:05:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:05:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:06:43 CET)" (scheduled at 2026-02-05 14:05:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:06:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:07:28 CET)" (scheduled at 2026-02-05 14:06:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:07:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:08:13 CET)" (scheduled at 2026-02-05 14:07:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:08:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:08:58 CET)" (scheduled at 2026-02-05 14:08:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:08:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:09:43 CET)" (scheduled at 2026-02-05 14:08:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:09:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:10:28 CET)" (scheduled at 2026-02-05 14:09:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:10:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:11:13 CET)" (scheduled at 2026-02-05 14:10:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:11:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:11:58 CET)" (scheduled at 2026-02-05 14:11:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:11:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:12:43 CET)" (scheduled at 2026-02-05 14:11:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:12:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:13:28 CET)" (scheduled at 2026-02-05 14:12:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:13:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:14:13 CET)" (scheduled at 2026-02-05 14:13:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:14:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:14:58 CET)" (scheduled at 2026-02-05 14:14:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:14:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:15:43 CET)" (scheduled at 2026-02-05 14:14:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:15:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:16:28 CET)" (scheduled at 2026-02-05 14:15:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:16:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:17:13 CET)" (scheduled at 2026-02-05 14:16:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:17:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:17:58 CET)" (scheduled at 2026-02-05 14:17:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:17:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:18:43 CET)" (scheduled at 2026-02-05 14:17:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:18:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:19:28 CET)" (scheduled at 2026-02-05 14:18:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:19:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:20:13 CET)" (scheduled at 2026-02-05 14:19:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:20:13 CET)" executed successfully
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:55:28 CET)" was missed by 0:00:36.389959
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:56:13 CET)" (scheduled at 2026-02-05 14:55:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:56:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:56:58 CET)" (scheduled at 2026-02-05 14:56:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:56:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:57:43 CET)" (scheduled at 2026-02-05 14:56:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:57:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:58:28 CET)" (scheduled at 2026-02-05 14:57:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:58:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:59:13 CET)" (scheduled at 2026-02-05 14:58:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:59:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:59:58 CET)" (scheduled at 2026-02-05 14:59:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 14:59:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:00:43 CET)" (scheduled at 2026-02-05 14:59:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:00:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:01:28 CET)" (scheduled at 2026-02-05 15:00:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:01:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:02:13 CET)" (scheduled at 2026-02-05 15:01:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:02:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:02:58 CET)" (scheduled at 2026-02-05 15:02:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:02:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:03:43 CET)" (scheduled at 2026-02-05 15:02:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:03:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:04:28 CET)" (scheduled at 2026-02-05 15:03:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:04:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:05:13 CET)" (scheduled at 2026-02-05 15:04:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:05:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:05:58 CET)" (scheduled at 2026-02-05 15:05:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:05:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:06:43 CET)" (scheduled at 2026-02-05 15:05:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:06:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:07:28 CET)" (scheduled at 2026-02-05 15:06:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:07:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:08:13 CET)" (scheduled at 2026-02-05 15:07:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:08:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:08:58 CET)" (scheduled at 2026-02-05 15:08:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:08:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:09:43 CET)" (scheduled at 2026-02-05 15:08:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 15:09:43 CET)" executed successfully
